Largo_via,LON,Classes_1,CIV,IDNodo,ESTADO,COL,CK_DNH_Cs,CODIGO_LOC,TIPO_CLA_1,NOMBRE_EJE,ELEM,IDEstacion,IDW_Cs,Input_FID,ESTACION,ROW,CK_DH_Cs,Input_FID_,OBJECTID,FID_Grilla,NOMBRE_EXT,FID_LINK,Classes,Shape_Leng,NOMBRE_E_1,CLASIFI_SU,OBJECTID_3,OBJECTID_2,ORIG_FID,Classes_12,TARGET_FID,LAT,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL,NH_>C5,NH_AL,NH_AT,NH_B,NH_BA,NH_BT,NH_C,NH_C2G,NH_C2P,NH_C3-C4,NH_C5,NH_ESP,NH_INT,NH_L,NH_M,NH_TOTAL
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,0,6.6,4.2,2,2.4,0,8.4,0.4,18.53333333,4.733333333,3.466666667,5,7.933333333,1.866666667,200.6,28.8,294.9333333,6.6,6.833333333,2.166666667,1.166666667,0,7.5,0.166666667,15.83333333,2.666666667,2.833333333,2.666666667,10.83333333,1.833333333,593,40.16666667,697
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,1,6.8,0.066666667,0.133333333,0.866666667,0,4.2,0.2,13,4.2,3.666666667,3.8,6.6,1,106.6,15.13333333,166.2666667,6.8,0,0,1,0,2,0.166666667,17,2.666666667,2,2.5,8.166666667,1.666666667,446.6666667,35.5,526.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,2,7.2,0,0.2,0.466666667,0,3.066666667,0,12.46666667,8,4.6,3.866666667,6,2.2,87.13333333,11.46666667,146.6666667,7.2,0,0.166666667,0.166666667,0,1.833333333,0.5,14.16666667,5,4,1.833333333,7.666666667,1.833333333,426.5,26.33333333,496.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,3,11.53333333,2.4,0.266666667,2,0,3.866666667,0.4,17.53333333,7.4,6.8,5.933333333,5.6,2.466666667,113.2666667,13.33333333,192.8,11.53333333,0,0.166666667,1,0,2,0.333333333,15.5,4.5,3.5,4,7,1.5,424.3333333,32,506.1666667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,4,21.73333333,9.133333333,8.733333333,16.4,0.733333333,14.46666667,4.4,38.73333333,15.46666667,14.2,11,50,10.66666667,253.4,32.26666667,501.3333333,21.73333333,5.666666667,5.5,7,0,10,2.833333333,24.5,10.33333333,9.5,6.5,13.16666667,9.166666667,367.5,25.66666667,512
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,5,22.46666667,14.86666667,30.2,39.06666667,6.133333333,24.73333333,11.66666667,95.26666667,28.26666667,25.33333333,15.33333333,223,24.86666667,1295,168,2024.2,22.46666667,11.66666667,18.5,28.5,2.166666667,16.83333333,8.833333333,50.66666667,19.5,17.5,9.5,30.16666667,17.83333333,635.8333333,104.3333333,994
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,6,3.066666667,13.13333333,64.66666667,46.13333333,11.73333333,23.8,13,68.66666667,30.46666667,11.06666667,2.933333333,364.6666667,25,2308.2,471.9333333,3458.466667,3.066666667,7.666666667,41.16666667,40.66666667,3.333333333,16.83333333,13.16666667,68.33333333,29,14.33333333,5.5,48.83333333,23.5,1479.333333,243.1666667,2045
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,7,0.933333333,11.6,95.26666667,48.53333333,15.66666667,24.8,14.33333333,57.66666667,23.93333333,5.066666667,0.533333333,189.2666667,30.53333333,1708.333333,489.3333333,2715.8,0.933333333,5.166666667,72.33333333,27.83333333,4.333333333,17.33333333,11.66666667,66,18,11.16666667,5.5,38.33333333,23.16666667,1836.833333,266.8333333,2415
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,8,2.333333333,10.06666667,93.06666667,50.86666667,15.2,28.53333333,12.53333333,77.46666667,39.13333333,17.86666667,2.266666667,123.6,35.46666667,1917.266667,378.0666667,2803.733333,2.333333333,3.833333333,75.66666667,34,3.833333333,18,10.33333333,73.16666667,21.66666667,14.33333333,5,32.16666667,23,2004.333333,231.5,2559.333333
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,9,4.533333333,7.866666667,77.66666667,46.06666667,12.26666667,31.53333333,11.53333333,82.13333333,36.06666667,11.4,3.266666667,46.26666667,25.6,2033.266667,293.9333333,2723.4,4.533333333,4.5,62.33333333,27.83333333,4.333333333,15.33333333,10.66666667,73.66666667,29.16666667,11.16666667,5.166666667,27.16666667,22.33333333,1983,189.5,2476.666667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,10,19.2,7.133333333,66.06666667,43.93333333,9.933333333,24.73333333,12.73333333,125.2666667,39.6,31.6,10.6,45.4,30.33333333,2101.866667,302,2870.4,19.2,4.666666667,43.83333333,24.16666667,3.5,15.83333333,9.333333333,67,26.16666667,9.5,2.833333333,24.83333333,21,2215.333333,214.6666667,2694.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,11,16.6,7.8,64.06666667,39.86666667,9.266666667,20.73333333,11.86666667,115.9333333,35.6,22.93333333,7.066666667,47.13333333,27.13333333,2058.2,301.6666667,2785.866667,16.6,6.333333333,39,26.33333333,3.333333333,27.5,8.833333333,71.5,24.83333333,10,4.5,30.16666667,16.33333333,2166.5,215,2661.166667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,12,13.6,8.8,64,37.46666667,8.066666667,23,11.86666667,100.2666667,42.46666667,25.26666667,11.46666667,70,29.26666667,2051.6,290.7333333,2787.866667,13.6,6,43.66666667,26,4.5,22.33333333,9,55,18,8.833333333,3.5,26.33333333,20,1915.833333,275.3333333,2447
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,13,19.13333333,7.733333333,63.06666667,39,7.466666667,23.66666667,11.46666667,107.7333333,30.06666667,24.86666667,5.533333333,109.8666667,29.33333333,2182.2,283.9333333,2945.066667,19.13333333,4.666666667,46.33333333,25.33333333,4,17.16666667,9.166666667,61.33333333,16.33333333,11,6.333333333,34.66666667,22.5,2140.666667,289.6666667,2702.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,14,16.8,7.466666667,68.33333333,37.26666667,8.066666667,22.2,12.46666667,106.5333333,40.73333333,23.46666667,6.733333333,159.8666667,23.13333333,2293.4,286.1333333,3112.6,16.8,5.5,48.5,22.66666667,4.333333333,15.83333333,8,40.16666667,17,10.66666667,4.833333333,24.33333333,24.83333333,2066.166667,266,2570
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,15,16.86666667,7.933333333,70.4,40.26666667,9.133333333,22.86666667,11.93333333,113.5333333,40,24.53333333,5.666666667,328.8,23.86666667,2030.4,328.1333333,3074.333333,16.86666667,5.666666667,51.16666667,25.5,4.166666667,19.33333333,8.833333333,45.66666667,27.66666667,9.166666667,11.66666667,30.66666667,26,2503.666667,271.5,3055.833333
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,16,13,12.06666667,80.8,44.2,11.33333333,25.2,12.06666667,115.6666667,36.2,22.8,4.933333333,272.1333333,24,2059.533333,394.2,3128.133333,13,5.166666667,40.33333333,22.16666667,4.166666667,15.33333333,7.833333333,32.66666667,20,6.666666667,5.833333333,23.33333333,25.5,2572.166667,263.8333333,3054.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,17,2.066666667,13.4,88.46666667,37.53333333,12.8,29.13333333,12,86.46666667,24.33333333,11.2,1.8,182.6666667,23.33333333,2266.266667,561.3333333,3352.8,2.066666667,5.166666667,45.83333333,20,4.166666667,12.5,8.166666667,29.16666667,20.33333333,5,5.5,19.16666667,23.66666667,2513,261,2980.166667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,18,0.733333333,11,71.66666667,32.13333333,13.86666667,26.46666667,12.26666667,63.2,20.06666667,5.266666667,0.466666667,103.6666667,25.53333333,2260.866667,417.6666667,3064.866667,0.733333333,6.333333333,47.5,21.66666667,2.833333333,15.66666667,8.666666667,22.33333333,14,1.666666667,3.666666667,19.83333333,23,2526.833333,205.6666667,2926.666667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,19,12.06666667,12.53333333,63.86666667,30.53333333,14.73333333,28.86666667,11,53.6,11.26666667,7.333333333,3.866666667,43.66666667,20.6,2333.266667,253.3333333,2900.533333,12.06666667,5.5,44.33333333,18,3.833333333,15.83333333,8.833333333,24.5,16.66666667,3.166666667,4.5,21.16666667,21.66666667,2452.833333,187.1666667,2834.166667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,20,14.8,13.13333333,57.93333333,28.8,14.2,30.06666667,9.2,43.06666667,9.066666667,6.066666667,3.466666667,23.6,16.33333333,2157.4,197.5333333,2624.666667,14.8,6,40.5,13.83333333,3.833333333,16,8.166666667,13.66666667,12.33333333,3,3.666666667,19.66666667,18,2185.5,174.8333333,2526.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,21,11.6,8.733333333,55.53333333,19.33333333,14.06666667,26.93333333,9.333333333,39.33333333,6.733333333,4,6.266666667,15.8,10.66666667,1682.266667,189.5333333,2100.133333,11.6,6.5,35.83333333,11.5,4,16.16666667,6.333333333,9.833333333,6,2.833333333,1.5,15.33333333,10.33333333,1750,148.3333333,2029.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,22,8.533333333,14,32,10.46666667,9.733333333,24.93333333,6,26.66666667,6.666666667,3.733333333,5.6,15.86666667,7.6,900.7333333,138.2,1210.733333,8.533333333,12.33333333,30.33333333,8.666666667,7.833333333,18.33333333,5.166666667,23.5,5.333333333,5.666666667,5.166666667,18.5,8,1313.666667,124.5,1595.333333
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,23,9.4,7.2,16.33333333,3.4,1.133333333,23.93333333,1.733333333,20.46666667,5.533333333,4.2,5.466666667,8.533333333,3.6,401.8,49.93333333,562.6666667,9.4,10,13.83333333,3.333333333,1.666666667,20.33333333,1.666666667,19.83333333,4.5,2.5,3.666666667,12.83333333,3.5,868.6666667,72.83333333,1049.833333
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,0,6.6,4.2,2,2.4,0,8.4,0.4,18.53333333,4.733333333,3.466666667,5,7.933333333,1.866666667,200.6,28.8,294.9333333,6.6,6.833333333,2.166666667,1.166666667,0,7.5,0.166666667,15.83333333,2.666666667,2.833333333,2.666666667,10.83333333,1.833333333,593,40.16666667,697
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,1,6.8,0.066666667,0.133333333,0.866666667,0,4.2,0.2,13,4.2,3.666666667,3.8,6.6,1,106.6,15.13333333,166.2666667,6.8,0,0,1,0,2,0.166666667,17,2.666666667,2,2.5,8.166666667,1.666666667,446.6666667,35.5,526.5
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,2,7.2,0,0.2,0.466666667,0,3.066666667,0,12.46666667,8,4.6,3.866666667,6,2.2,87.13333333,11.46666667,146.6666667,7.2,0,0.166666667,0.166666667,0,1.833333333,0.5,14.16666667,5,4,1.833333333,7.666666667,1.833333333,426.5,26.33333333,496.5
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,3,11.53333333,2.4,0.266666667,2,0,3.866666667,0.4,17.53333333,7.4,6.8,5.933333333,5.6,2.466666667,113.2666667,13.33333333,192.8,11.53333333,0,0.166666667,1,0,2,0.333333333,15.5,4.5,3.5,4,7,1.5,424.3333333,32,506.1666667
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,4,21.73333333,9.133333333,8.733333333,16.4,0.733333333,14.46666667,4.4,38.73333333,15.46666667,14.2,11,50,10.66666667,253.4,32.26666667,501.3333333,21.73333333,5.666666667,5.5,7,0,10,2.833333333,24.5,10.33333333,9.5,6.5,13.16666667,9.166666667,367.5,25.66666667,512
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,5,22.46666667,14.86666667,30.2,39.06666667,6.133333333,24.73333333,11.66666667,95.26666667,28.26666667,25.33333333,15.33333333,223,24.86666667,1295,168,2024.2,22.46666667,11.66666667,18.5,28.5,2.166666667,16.83333333,8.833333333,50.66666667,19.5,17.5,9.5,30.16666667,17.83333333,635.8333333,104.3333333,994
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,6,3.066666667,13.13333333,64.66666667,46.13333333,11.73333333,23.8,13,68.66666667,30.46666667,11.06666667,2.933333333,364.6666667,25,2308.2,471.9333333,3458.466667,3.066666667,7.666666667,41.16666667,40.66666667,3.333333333,16.83333333,13.16666667,68.33333333,29,14.33333333,5.5,48.83333333,23.5,1479.333333,243.1666667,2045
134.44,-74.027,6.0,1006711.0,3493.0,,42.0,2.53435,1,3.0,CL 234,24005308.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,4935.0,3272.0,AK 7,2258.0,7.0,134.439942926,,Arterial,3472.0,3273.0,2231.0,6.0,3272.0,4.80928,7,0.933333333,11.6,95.26666667,48.53333333,15.66666667,24.8,14.33333333,57.66666667,23.93333333,5.066666667,0.533333333,189.2666667,30.53333333,1708.333333,489.3333333,2715.8,0.933333333,5.166666667,72.33333333,27.83333333,4.333333333,17.33333333,11.66666667,66,18,11.16666667,5.5,38.33333333,23.16666667,1836.833333,266.8333333,2415
